word	lemma	tense	nonfinite	singular-number	third-person	imperative-subjunctive	participle
demilitarised	demilitarise	PST	0	0	0	0	1
interpolating	interpolate	PRS	0	0	0	0	1
interpolated	interpolate	PST	0	0	0	0	0
interpolated	interpolate	PST	0	0	0	0	1
naking	nake	PRS	0	0	0	0	1
naked	nake	PST	0	0	0	0	0
compilates	compilate	PRS	0	1	1	0	0
compilating	compilate	PRS	0	0	0	0	1
compilated	compilate	PST	0	0	0	0	0
compilated	compilate	PST	0	0	0	0	1
downs	down	PRS	0	1	1	0	0
downing	down	PRS	0	0	0	0	1
downed	down	PST	0	0	0	0	1
violents	violent	PRS	0	1	1	0	0
violented	violent	PST	0	0	0	0	0
violented	violent	PST	0	0	0	0	1
spurgalling	spurgall	PRS	0	0	0	0	1
spurgalled	spurgall	PST	0	0	0	0	1
cwtches	cwtch	PRS	0	1	1	0	0
cwtching	cwtch	PRS	0	0	0	0	1
cwtched	cwtch	PST	0	0	0	0	0
respiting	respite	PRS	0	0	0	0	1
brustling	brustle	PRS	0	0	0	0	1
mulching	mulch	PRS	0	0	0	0	1
mulched	mulch	PST	0	0	0	0	0
obliterated	obliterate	PST	0	0	0	0	1
outspreading	outspread	PRS	0	0	0	0	1
outspread	outspread	PST	0	0	0	0	1
miscaptioned	miscaption	PST	0	0	0	0	0
miscaptioned	miscaption	PST	0	0	0	0	1
fathering	father	PRS	0	0	0	0	1
fathered	father	PST	0	0	0	0	1
insolubilising	insolubilise	PRS	0	0	0	0	1
insolubilised	insolubilise	PST	0	0	0	0	0
insolubilised	insolubilise	PST	0	0	0	0	1
bioneutralizes	bioneutralize	PRS	0	1	1	0	0
bioneutralizing	bioneutralize	PRS	0	0	0	0	1
bioneutralized	bioneutralize	PST	0	0	0	0	1
backtimes	backtime	PRS	0	1	1	0	0
backtiming	backtime	PRS	0	0	0	0	1
backtimed	backtime	PST	0	0	0	0	1
unrealizing	unrealize	PRS	0	0	0	0	1
unrealized	unrealize	PST	0	0	0	0	1
papping	pap	PRS	0	0	0	0	1
papped	pap	PST	0	0	0	0	1
mishandled	mishandle	PST	0	0	0	0	0
mishandled	mishandle	PST	0	0	0	0	1
mires	mire	PRS	0	1	1	0	0
miring	mire	PRS	0	0	0	0	1
mired	mire	PST	0	0	0	0	1
decontaminates	decontaminate	PRS	0	1	1	0	0
decontaminating	decontaminate	PRS	0	0	0	0	1
decontaminated	decontaminate	PST	0	0	0	0	1
clinkering	clinker	PRS	0	0	0	0	1
clinkered	clinker	PST	0	0	0	0	0
strangers	stranger	PRS	0	1	1	0	0
whipstalling	whipstall	PRS	0	0	0	0	1
whipstalled	whipstall	PST	0	0	0	0	1
reindoctrinates	reindoctrinate	PRS	0	1	1	0	0
reindoctrinated	reindoctrinate	PST	0	0	0	0	0
reindoctrinated	reindoctrinate	PST	0	0	0	0	1
bokes	boke	PRS	0	1	1	0	0
boked	boke	PST	0	0	0	0	0
boked	boke	PST	0	0	0	0	1
clotheslined	clothesline	PST	0	0	0	0	1
unproselytes	unproselyte	PRS	0	1	1	0	0
unproselyting	unproselyte	PRS	0	0	0	0	1
unproselyted	unproselyte	PST	0	0	0	0	0
bagging	bag	PRS	0	0	0	0	1
bagged	bag	PST	0	0	0	0	0
commonplaced	commonplace	PST	0	0	0	0	0
decivilises	decivilise	PRS	0	1	1	0	0
decivilised	decivilise	PST	0	0	0	0	1
bowstrings	bowstring	PRS	0	1	1	0	0
odizing	odize	PRS	0	0	0	0	1
odized	odize	PST	0	0	0	0	0
odized	odize	PST	0	0	0	0	1
cludging	cludge	PRS	0	0	0	0	1
cludged	cludge	PST	0	0	0	0	0
cludged	cludge	PST	0	0	0	0	1
velcomes	velcome	PRS	0	1	1	0	0
velcoming	velcome	PRS	0	0	0	0	1
velcomed	velcome	PST	0	0	0	0	1
mandibulates	mandibulate	PRS	0	1	1	0	0
mandibulating	mandibulate	PRS	0	0	0	0	1
mandibulated	mandibulate	PST	0	0	0	0	0
mandibulated	mandibulate	PST	0	0	0	0	1
crests	crest	PRS	0	1	1	0	0
cresting	crest	PRS	0	0	0	0	1
perennializes	perennialize	PRS	0	1	1	0	0
perennializing	perennialize	PRS	0	0	0	0	1
perennialized	perennialize	PST	0	0	0	0	0
perennialized	perennialize	PST	0	0	0	0	1
iconising	iconise	PRS	0	0	0	0	1
fluidifying	fluidify	PRS	0	0	0	0	1
dims	dim	PRS	0	1	1	0	0
dimming	dim	PRS	0	0	0	0	1
dimmed	dim	PST	0	0	0	0	0
dimmed	dim	PST	0	0	0	0	1
quintessences	quintessence	PRS	0	1	1	0	0
quintessencing	quintessence	PRS	0	0	0	0	1
quintessenced	quintessence	PST	0	0	0	0	0
quintessenced	quintessence	PST	0	0	0	0	1
rices	rice	PRS	0	1	1	0	0
ricing	rice	PRS	0	0	0	0	1
pectizing	pectize	PRS	0	0	0	0	1
pectized	pectize	PST	0	0	0	0	0
negativated	negativate	PST	0	0	0	0	0
negativated	negativate	PST	0	0	0	0	1
chloridises	chloridise	PRS	0	1	1	0	0
chloridised	chloridise	PST	0	0	0	0	0
chloridised	chloridise	PST	0	0	0	0	1
mucosalizes	mucosalize	PRS	0	1	1	0	0
mucosalized	mucosalize	PST	0	0	0	0	0
floushes	floush	PRS	0	1	1	0	0
floushing	floush	PRS	0	0	0	0	1
floushed	floush	PST	0	0	0	0	0
floushed	floush	PST	0	0	0	0	1
forthcuts	forthcut	PRS	0	1	1	0	0
forthcutting	forthcut	PRS	0	0	0	0	1
bulldozers	bulldozer	PRS	0	1	1	0	0
bulldozering	bulldozer	PRS	0	0	0	0	1
bulldozered	bulldozer	PST	0	0	0	0	0
bulldozered	bulldozer	PST	0	0	0	0	1
proportionalizing	proportionalize	PRS	0	0	0	0	1
proportionalized	proportionalize	PST	0	0	0	0	0
proportionalized	proportionalize	PST	0	0	0	0	1
inbreathes	inbreathe	PRS	0	1	1	0	0
inbreathed	inbreathe	PST	0	0	0	0	1
presumes	presume	PRS	0	1	1	0	0
presuming	presume	PRS	0	0	0	0	1
presumed	presume	PST	0	0	0	0	0
onsends	onsend	PRS	0	1	1	0	0
onsending	onsend	PRS	0	0	0	0	1
onsent	onsend	PST	0	0	0	0	0
revisualised	revisualise	PST	0	0	0	0	0
revisualised	revisualise	PST	0	0	0	0	1
enforces	enforce	PRS	0	1	1	0	0
enforcing	enforce	PRS	0	0	0	0	1
enforced	enforce	PST	0	0	0	0	0
robustizes	robustize	PRS	0	1	1	0	0
robustizing	robustize	PRS	0	0	0	0	1
robustized	robustize	PST	0	0	0	0	1
chirred	chirre	PST	0	0	0	0	0
counterpunches	counterpunch	PRS	0	1	1	0	0
counterpunching	counterpunch	PRS	0	0	0	0	1
counterpunched	counterpunch	PST	0	0	0	0	0
counterpunched	counterpunch	PST	0	0	0	0	1
spancelling	spancel	PRS	0	0	0	0	1
spancelled	spancel	PST	0	0	0	0	0
spancelled	spancel	PST	0	0	0	0	1
denominates	denominate	PRS	0	1	1	0	0
denominated	denominate	PST	0	0	0	0	0
underplants	underplant	PRS	0	1	1	0	0
underplanting	underplant	PRS	0	0	0	0	1
framed	frame	PST	0	0	0	0	0
framed	frame	PST	0	0	0	0	1
reracializes	reracialize	PRS	0	1	1	0	0
reracializing	reracialize	PRS	0	0	0	0	1
reracialized	reracialize	PST	0	0	0	0	0
chested	chest	PST	0	0	0	0	1
subfilters	subfilter	PRS	0	1	1	0	0
subfiltering	subfilter	PRS	0	0	0	0	1
subfiltered	subfilter	PST	0	0	0	0	0
dæmonizes	dæmonize	PRS	0	1	1	0	0
dæmonizing	dæmonize	PRS	0	0	0	0	1
dæmonized	dæmonize	PST	0	0	0	0	0
dæmonized	dæmonize	PST	0	0	0	0	1
recaptivates	recaptivate	PRS	0	1	1	0	0
recaptivated	recaptivate	PST	0	0	0	0	1
uprides	upride	PRS	0	1	1	0	0
upriding	upride	PRS	0	0	0	0	1
upridden	upride	PST	0	0	0	0	1
aphorisms	aphorism	PRS	0	1	1	0	0
aphorismed	aphorism	PST	0	0	0	0	0
aphorismed	aphorism	PST	0	0	0	0	1
despoils	despoil	PRS	0	1	1	0	0
despoiled	despoil	PST	0	0	0	0	0
despoiled	despoil	PST	0	0	0	0	1
rivets	rivet	PRS	0	1	1	0	0
riveting	rivet	PRS	0	0	0	0	1
riveted	rivet	PST	0	0	0	0	0
riveted	rivet	PST	0	0	0	0	1
clots	clot	PRS	0	1	1	0	0
clotted	clot	PST	0	0	0	0	0
clotted	clot	PST	0	0	0	0	1
cherishing	cherish	PRS	0	0	0	0	1
cherished	cherish	PST	0	0	0	0	0
cherished	cherish	PST	0	0	0	0	1
uses	use	PRS	0	1	1	0	0
using	use	PRS	0	0	0	0	1
used	use	PST	0	0	0	0	0
used	use	PST	0	0	0	0	1
adnominalising	adnominalise	PRS	0	0	0	0	1
adnominalised	adnominalise	PST	0	0	0	0	1
liquidising	liquidise	PRS	0	0	0	0	1
liquidised	liquidise	PST	0	0	0	0	1
worthies	worthy	PRS	0	1	1	0	0
worthied	worthy	PST	0	0	0	0	0
worthied	worthy	PST	0	0	0	0	1
fissures	fissure	PRS	0	1	1	0	0
fissuring	fissure	PRS	0	0	0	0	1
fissured	fissure	PST	0	0	0	0	0
fissured	fissure	PST	0	0	0	0	1
eumelanizes	eumelanize	PRS	0	1	1	0	0
eumelanizing	eumelanize	PRS	0	0	0	0	1
eumelanized	eumelanize	PST	0	0	0	0	1
propaling	propale	PRS	0	0	0	0	1
propaled	propale	PST	0	0	0	0	1
cokes	coke	PRS	0	1	1	0	0
coked	coke	PST	0	0	0	0	0
putzes	putz	PRS	0	1	1	0	0
putzing	putz	PRS	0	0	0	0	1
putzed	putz	PST	0	0	0	0	0
saxes	sax	PRS	0	1	1	0	0
saxed	sax	PST	0	0	0	0	0
saxed	sax	PST	0	0	0	0	1
passages	passage	PRS	0	1	1	0	0
passaged	passage	PST	0	0	0	0	0
passaged	passage	PST	0	0	0	0	1
disinflates	disinflate	PRS	0	1	1	0	0
disinflating	disinflate	PRS	0	0	0	0	1
disinflated	disinflate	PST	0	0	0	0	1
endoreplicating	endoreplicate	PRS	0	0	0	0	1
unbaptizes	unbaptize	PRS	0	1	1	0	0
unbaptizing	unbaptize	PRS	0	0	0	0	1
unbaptized	unbaptize	PST	0	0	0	0	1
abortives	abortive	PRS	0	1	1	0	0
abortived	abortive	PST	0	0	0	0	0
hurrahing	hurrah	PRS	0	0	0	0	1
hurrahed	hurrah	PST	0	0	0	0	1
prevascularizes	prevascularize	PRS	0	1	1	0	0
prevascularizing	prevascularize	PRS	0	0	0	0	1
prevascularized	prevascularize	PST	0	0	0	0	0
prevascularized	prevascularize	PST	0	0	0	0	1
bucking	buck	PRS	0	0	0	0	1
bucked	buck	PST	0	0	0	0	1
bives	bive	PRS	0	1	1	0	0
bived	bive	PST	0	0	0	0	1
copped	cop	PST	0	0	0	0	0
aerosols	aerosol	PRS	0	1	1	0	0
aerosoled	aerosol	PST	0	0	0	0	0
thumbnails	thumbnail	PRS	0	1	1	0	0
thumbnailing	thumbnail	PRS	0	0	0	0	1
thumbnailed	thumbnail	PST	0	0	0	0	0
forereading	foreread	PRS	0	0	0	0	1
detrendized	detrendize	PST	0	0	0	0	0
detrendized	detrendize	PST	0	0	0	0	1
commingled	commingle	PST	0	0	0	0	1
ducked	duck	PST	0	0	0	0	0
ducked	duck	PST	0	0	0	0	1
reliquefies	reliquefy	PRS	0	1	1	0	0
reliquefying	reliquefy	PRS	0	0	0	0	1
reliquefied	reliquefy	PST	0	0	0	0	0
pureed	puree	PST	0	0	0	0	0
pureed	puree	PST	0	0	0	0	1
vesiculating	vesiculate	PRS	0	0	0	0	1
vesiculated	vesiculate	PST	0	0	0	0	0
vesiculated	vesiculate	PST	0	0	0	0	1
rivalises	rivalise	PRS	0	1	1	0	0
rivalising	rivalise	PRS	0	0	0	0	1
rivalised	rivalise	PST	0	0	0	0	0
rivalised	rivalise	PST	0	0	0	0	1
undershifts	undershift	PRS	0	1	1	0	0
undershifted	undershift	PST	0	0	0	0	1
recoopered	recooper	PST	0	0	0	0	1
replicating	replicate	PRS	0	0	0	0	1
replicated	replicate	PST	0	0	0	0	1
overproliferating	overproliferate	PRS	0	0	0	0	1
overproliferated	overproliferate	PST	0	0	0	0	0
electroblots	electroblot	PRS	0	1	1	0	0
electroblotting	electroblot	PRS	0	0	0	0	1
electroblotted	electroblot	PST	0	0	0	0	0
electroblotted	electroblot	PST	0	0	0	0	1
sprankling	sprankle	PRS	0	0	0	0	1
sprankled	sprankle	PST	0	0	0	0	0
sprankled	sprankle	PST	0	0	0	0	1
oversetting	overset	PRS	0	0	0	0	1
scritches	scritch	PRS	0	1	1	0	0
scritching	scritch	PRS	0	0	0	0	1
scritched	scritch	PST	0	0	0	0	0
scritched	scritch	PST	0	0	0	0	1
concreates	concreate	PRS	0	1	1	0	0
concreating	concreate	PRS	0	0	0	0	1
concreated	concreate	PST	0	0	0	0	0
concreated	concreate	PST	0	0	0	0	1
biotinylating	biotinylate	PRS	0	0	0	0	1
biotinylated	biotinylate	PST	0	0	0	0	1
chemodenervating	chemodenervate	PRS	0	0	0	0	1
onrushes	onrush	PRS	0	1	1	0	0
onrushing	onrush	PRS	0	0	0	0	1
arbours	arbour	PRS	0	1	1	0	0
arbourin'	arbour	PRS	0	0	0	0	1
arboured	arbour	PST	0	0	0	0	0
decommoditizes	decommoditize	PRS	0	1	1	0	0
decommoditizing	decommoditize	PRS	0	0	0	0	1
decommoditized	decommoditize	PST	0	0	0	0	0
decommoditized	decommoditize	PST	0	0	0	0	1
proceduralized	proceduralize	PST	0	0	0	0	0
stencils	stencil	PRS	0	1	1	0	0
stencilling	stencil	PRS	0	0	0	0	1
quakes	quake	PRS	0	1	1	0	0
quaked	quake	PST	0	0	0	0	0
quaked	quake	PST	0	0	0	0	1
accreases	accrease	PRS	0	1	1	0	0
accreased	accrease	PST	0	0	0	0	0
bemangles	bemangle	PRS	0	1	1	0	0
bemangled	bemangle	PST	0	0	0	0	0
bemangled	bemangle	PST	0	0	0	0	1
sloughs	slough	PRS	0	1	1	0	0
sloughing	slough	PRS	0	0	0	0	1
superlies	superlie	PRS	0	1	1	0	0
superlay	superlie	PST	0	0	0	0	0
outspits	outspit	PRS	0	1	1	0	0
outspitting	outspit	PRS	0	0	0	0	1
outspat	outspit	PST	0	0	0	0	0
rebends	rebend	PRS	0	1	1	0	0
rebending	rebend	PRS	0	0	0	0	1
rebent	rebend	PST	0	0	0	0	0
breakdances	breakdance	PRS	0	1	1	0	0
breakdancing	breakdance	PRS	0	0	0	0	1
breakdanced	breakdance	PST	0	0	0	0	0
spinalizes	spinalize	PRS	0	1	1	0	0
spinalized	spinalize	PST	0	0	0	0	0
spinalized	spinalize	PST	0	0	0	0	1
deimmortalizes	deimmortalize	PRS	0	1	1	0	0
deimmortalizing	deimmortalize	PRS	0	0	0	0	1
deimmortalized	deimmortalize	PST	0	0	0	0	0
deimmortalized	deimmortalize	PST	0	0	0	0	1
commemorates	commemorate	PRS	0	1	1	0	0
commemorated	commemorate	PST	0	0	0	0	1
eroticized	eroticize	PST	0	0	0	0	0
eroticized	eroticize	PST	0	0	0	0	1
elates	elate	PRS	0	1	1	0	0
elating	elate	PRS	0	0	0	0	1
elated	elate	PST	0	0	0	0	1
sploshes	splosh	PRS	0	1	1	0	0
sploshing	splosh	PRS	0	0	0	0	1
sploshed	splosh	PST	0	0	0	0	0
onlooking	onlook	PRS	0	0	0	0	1
snivels	snivel	PRS	0	1	1	0	0
snivelled	snivel	PST	0	0	0	0	0
bemars	bemar	PRS	0	1	1	0	0
bemarring	bemar	PRS	0	0	0	0	1
bemarred	bemar	PST	0	0	0	0	0
effloresces	effloresce	PRS	0	1	1	0	0
efflorescing	effloresce	PRS	0	0	0	0	1
effloresced	effloresce	PST	0	0	0	0	0
effloresced	effloresce	PST	0	0	0	0	1
fulminates	fulminate	PRS	0	1	1	0	0
fulminated	fulminate	PST	0	0	0	0	0
enterlaces	enterlace	PRS	0	1	1	0	0
enterlaced	enterlace	PST	0	0	0	0	1
resubjugates	resubjugate	PRS	0	1	1	0	0
resubjugating	resubjugate	PRS	0	0	0	0	1
resubjugated	resubjugate	PST	0	0	0	0	0
unmarries	unmarry	PRS	0	1	1	0	0
unmarried	unmarry	PST	0	0	0	0	1
squabs	squab	PRS	0	1	1	0	0
squabbing	squab	PRS	0	0	0	0	1
disadvised	disadvise	PST	0	0	0	0	0
disadvised	disadvise	PST	0	0	0	0	1
professionalises	professionalise	PRS	0	1	1	0	0
professionalising	professionalise	PRS	0	0	0	0	1
smuts	smut	PRS	0	1	1	0	0
smutting	smut	PRS	0	0	0	0	1
forklifts	forklift	PRS	0	1	1	0	0
forklifting	forklift	PRS	0	0	0	0	1
forklifted	forklift	PST	0	0	0	0	0
forklifted	forklift	PST	0	0	0	0	1
recheats	recheat	PRS	0	1	1	0	0
recheated	recheat	PST	0	0	0	0	0
peizes	peize	PRS	0	1	1	0	0
peized	peize	PST	0	0	0	0	0
pyrophosphorylated	pyrophosphorylate	PST	0	0	0	0	0
pyrophosphorylated	pyrophosphorylate	PST	0	0	0	0	1
piercing	pierce	PRS	0	0	0	0	1
pierced	pierce	PST	0	0	0	0	1
bestraddling	bestraddle	PRS	0	0	0	0	1
bestraddled	bestraddle	PST	0	0	0	0	0
bestraddled	bestraddle	PST	0	0	0	0	1
crossruffs	crossruff	PRS	0	1	1	0	0
crossruffing	crossruff	PRS	0	0	0	0	1
crossruffed	crossruff	PST	0	0	0	0	1
agonizes	agonize	PRS	0	1	1	0	0
efforted	effort	PST	0	0	0	0	1
snoozing	snooze	PRS	0	0	0	0	1
snoozed	snooze	PST	0	0	0	0	0
acervates	acervate	PRS	0	1	1	0	0
acervated	acervate	PST	0	0	0	0	0
spotlights	spotlight	PRS	0	1	1	0	0
spotlighting	spotlight	PRS	0	0	0	0	1
spotlighted	spotlight	PST	0	0	0	0	0
spotlighted	spotlight	PST	0	0	0	0	1
piefaces	pieface	PRS	0	1	1	0	0
piefaced	pieface	PST	0	0	0	0	1
nominates	nominate	PRS	0	1	1	0	0
nominating	nominate	PRS	0	0	0	0	1
nominated	nominate	PST	0	0	0	0	0
nominated	nominate	PST	0	0	0	0	1
exflagellates	exflagellate	PRS	0	1	1	0	0
mulled	mull	PST	0	0	0	0	0
mulled	mull	PST	0	0	0	0	1
picnicking	picnic	PRS	0	0	0	0	1
agued	ague	PST	0	0	0	0	0
agued	ague	PST	0	0	0	0	1
grouping	group	PRS	0	0	0	0	1
grouped	group	PST	0	0	0	0	0
forslouthes	forslouthe	PRS	0	1	1	0	0
rouped	roup	PST	0	0	0	0	0
rouped	roup	PST	0	0	0	0	1
transactivating	transactivate	PRS	0	0	0	0	1
transactivated	transactivate	PST	0	0	0	0	0
transactivated	transactivate	PST	0	0	0	0	1
prespecifying	prespecify	PRS	0	0	0	0	1
prespecified	prespecify	PST	0	0	0	0	0
prespecified	prespecify	PST	0	0	0	0	1
markes	marke	PRS	0	1	1	0	0
marked	marke	PST	0	0	0	0	1
reencoding	reencode	PRS	0	0	0	0	1
reencoded	reencode	PST	0	0	0	0	0
reencoded	reencode	PST	0	0	0	0	1
breathholds	breathhold	PRS	0	1	1	0	0
breathheld	breathhold	PST	0	0	0	0	1
strubs	strub	PRS	0	1	1	0	0
strubbing	strub	PRS	0	0	0	0	1
strubbed	strub	PST	0	0	0	0	0
strubbed	strub	PST	0	0	0	0	1
geoparsing	geoparse	PRS	0	0	0	0	1
geoparsed	geoparse	PST	0	0	0	0	0
geoparsed	geoparse	PST	0	0	0	0	1
dezincifies	dezincify	PRS	0	1	1	0	0
dezincified	dezincify	PST	0	0	0	0	1
recharacterizes	recharacterize	PRS	0	1	1	0	0
recharacterizing	recharacterize	PRS	0	0	0	0	1
biodegrades	biodegrade	PRS	0	1	1	0	0
biodegrading	biodegrade	PRS	0	0	0	0	1
biodegraded	biodegrade	PST	0	0	0	0	0
rogitates	rogitate	PRS	0	1	1	0	0
rogitated	rogitate	PST	0	0	0	0	0
reoptimises	reoptimise	PRS	0	1	1	0	0
reoptimised	reoptimise	PST	0	0	0	0	1
introgresses	introgress	PRS	0	1	1	0	0
introgressed	introgress	PST	0	0	0	0	0
introgressed	introgress	PST	0	0	0	0	1
remedies	remedy	PRS	0	1	1	0	0
beneficiating	beneficiate	PRS	0	0	0	0	1
beneficiated	beneficiate	PST	0	0	0	0	0
dehybridizes	dehybridize	PRS	0	1	1	0	0
dehybridized	dehybridize	PST	0	0	0	0	0
dehybridized	dehybridize	PST	0	0	0	0	1
underannotates	underannotate	PRS	0	1	1	0	0
underannotating	underannotate	PRS	0	0	0	0	1
underannotated	underannotate	PST	0	0	0	0	0
underannotated	underannotate	PST	0	0	0	0	1
semanticizes	semanticize	PRS	0	1	1	0	0
semanticized	semanticize	PST	0	0	0	0	1
internes	interne	PRS	0	1	1	0	0
interning	interne	PRS	0	0	0	0	1
interned	interne	PST	0	0	0	0	0
interned	interne	PST	0	0	0	0	1
recams	recam	PRS	0	1	1	0	0
recammed	recam	PST	0	0	0	0	0
oversubscribes	oversubscribe	PRS	0	1	1	0	0
oversubscribing	oversubscribe	PRS	0	0	0	0	1
oversubscribed	oversubscribe	PST	0	0	0	0	0
oversubscribed	oversubscribe	PST	0	0	0	0	1
cinders	cinder	PRS	0	1	1	0	0
unbottles	unbottle	PRS	0	1	1	0	0
unbottling	unbottle	PRS	0	0	0	0	1
tocleaves	tocleave	PRS	0	1	1	0	0
tocleaving	tocleave	PRS	0	0	0	0	1
toclove	tocleave	PST	0	0	0	0	0
apologised	apologise	PST	0	0	0	0	1
electrophoresing	electrophorese	PRS	0	0	0	0	1
electrophoresed	electrophorese	PST	0	0	0	0	1
foreadvising	foreadvise	PRS	0	0	0	0	1
foreadvised	foreadvise	PST	0	0	0	0	0
foreadvised	foreadvise	PST	0	0	0	0	1
alternizing	alternize	PRS	0	0	0	0	1
alternized	alternize	PST	0	0	0	0	1
subparcellates	subparcellate	PRS	0	1	1	0	0
subparcellating	subparcellate	PRS	0	0	0	0	1
alleviates	alleviate	PRS	0	1	1	0	0
alleviating	alleviate	PRS	0	0	0	0	1
alleviated	alleviate	PST	0	0	0	0	0
bestars	bestar	PRS	0	1	1	0	0
bestarred	bestar	PST	0	0	0	0	0
dewikifying	dewikify	PRS	0	0	0	0	1
dewikified	dewikify	PST	0	0	0	0	1
frigerates	frigerate	PRS	0	1	1	0	0
frigerating	frigerate	PRS	0	0	0	0	1
destinates	destinate	PRS	0	1	1	0	0
destinating	destinate	PRS	0	0	0	0	1
overdosed	overdose	PST	0	0	0	0	0
overdosed	overdose	PST	0	0	0	0	1
coalizes	coalize	PRS	0	1	1	0	0
coalizing	coalize	PRS	0	0	0	0	1
coalized	coalize	PST	0	0	0	0	0
coalized	coalize	PST	0	0	0	0	1
refabricates	refabricate	PRS	0	1	1	0	0
refabricated	refabricate	PST	0	0	0	0	0
refabricated	refabricate	PST	0	0	0	0	1
posted	post	PST	0	0	0	0	0
craps	crap	PRS	0	1	1	0	0
crapped	crap	PST	0	0	0	0	0
crapped	crap	PST	0	0	0	0	1
overgrows	overgrow	PRS	0	1	1	0	0
overgrowing	overgrow	PRS	0	0	0	0	1
overgrew	overgrow	PST	0	0	0	0	0
overgrown	overgrow	PST	0	0	0	0	1
uncouples	uncouple	PRS	0	1	1	0	0
uncoupling	uncouple	PRS	0	0	0	0	1
uncoupled	uncouple	PST	0	0	0	0	0
uncoupled	uncouple	PST	0	0	0	0	1
larps	larp	PRS	0	1	1	0	0
larped	larp	PST	0	0	0	0	0
larped	larp	PST	0	0	0	0	1
pattering	patter	PRS	0	0	0	0	1
pattered	patter	PST	0	0	0	0	0
hiles	hile	PRS	0	1	1	0	0
hiling	hile	PRS	0	0	0	0	1
hiled	hile	PST	0	0	0	0	0
hiled	hile	PST	0	0	0	0	1
cheffing	chef	PRS	0	0	0	0	1
cheffed	chef	PST	0	0	0	0	0
cheffed	chef	PST	0	0	0	0	1
inblowing	inblow	PRS	0	0	0	0	1
inblown	inblow	PST	0	0	0	0	1
dreins	drein	PRS	0	1	1	0	0
dreining	drein	PRS	0	0	0	0	1
dreined	drein	PST	0	0	0	0	0
dreined	drein	PST	0	0	0	0	1
tartarised	tartarise	PST	0	0	0	0	1
flehming	flehm	PRS	0	0	0	0	1
familiarized	familiarize	PST	0	0	0	0	0
enkindles	enkindle	PRS	0	1	1	0	0
enkindled	enkindle	PST	0	0	0	0	0
enkindled	enkindle	PST	0	0	0	0	1
foreguesses	foreguess	PRS	0	1	1	0	0
foreguessed	foreguess	PST	0	0	0	0	1
bullshitting	bullshit	PRS	0	0	0	0	1
bullshitted	bullshit	PST	0	0	0	0	0
præscribing	præscribe	PRS	0	0	0	0	1
præscribed	præscribe	PST	0	0	0	0	1
radiating	radiate	PRS	0	0	0	0	1
radiated	radiate	PST	0	0	0	0	0
radiated	radiate	PST	0	0	0	0	1
teaing	tea	PRS	0	0	0	0	1
teaed	tea	PST	0	0	0	0	0
teaed	tea	PST	0	0	0	0	1
hoops	hoop	PRS	0	1	1	0	0
hooped	hoop	PST	0	0	0	0	0
hooped	hoop	PST	0	0	0	0	1
snares	snare	PRS	0	1	1	0	0
snaring	snare	PRS	0	0	0	0	1
snared	snare	PST	0	0	0	0	0
snared	snare	PST	0	0	0	0	1
outfluxes	outflux	PRS	0	1	1	0	0
outfluxed	outflux	PST	0	0	0	0	0
outfluxed	outflux	PST	0	0	0	0	1
microdamaged	microdamage	PST	0	0	0	0	0
microdamaged	microdamage	PST	0	0	0	0	1
cruising	cruise	PRS	0	0	0	0	1
cruised	cruise	PST	0	0	0	0	1
rebushes	rebush	PRS	0	1	1	0	0
rebushed	rebush	PST	0	0	0	0	0
rebushed	rebush	PST	0	0	0	0	1
misplaying	misplay	PRS	0	0	0	0	1
hydroisomerized	hydroisomerize	PST	0	0	0	0	0
tenderises	tenderise	PRS	0	1	1	0	0
tenderising	tenderise	PRS	0	0	0	0	1
tenderised	tenderise	PST	0	0	0	0	1
namespaced	namespace	PST	0	0	0	0	0
namespaced	namespace	PST	0	0	0	0	1
adwesching	adwesch	PRS	0	0	0	0	1
adwesched	adwesch	PST	0	0	0	0	0
adwesched	adwesch	PST	0	0	0	0	1
disapparates	disapparate	PRS	0	1	1	0	0
disapparated	disapparate	PST	0	0	0	0	0
disapparated	disapparate	PST	0	0	0	0	1
storing	store	PRS	0	0	0	0	1
stored	store	PST	0	0	0	0	0
stored	store	PST	0	0	0	0	1
slangified	slangify	PST	0	0	0	0	0
slangified	slangify	PST	0	0	0	0	1
supering	super	PRS	0	0	0	0	1
supered	super	PST	0	0	0	0	0
supered	super	PST	0	0	0	0	1
exclusivizing	exclusivize	PRS	0	0	0	0	1
exclusivized	exclusivize	PST	0	0	0	0	0
unhugs	unhug	PRS	0	1	1	0	0
unhugged	unhug	PST	0	0	0	0	0
reinvoicing	reinvoice	PRS	0	0	0	0	1
reinvoiced	reinvoice	PST	0	0	0	0	1
crossing	cross	PRS	0	0	0	0	1
crossed	cross	PST	0	0	0	0	0
crossed	cross	PST	0	0	0	0	1
foresnatches	foresnatch	PRS	0	1	1	0	0
wedges	wedge	PRS	0	1	1	0	0
wedging	wedge	PRS	0	0	0	0	1
wedged	wedge	PST	0	0	0	0	0
wedged	wedge	PST	0	0	0	0	1
gaynes	gayne	PRS	0	1	1	0	0
impounding	impound	PRS	0	0	0	0	1
apothegmatises	apothegmatise	PRS	0	1	1	0	0
gasps	gasp	PRS	0	1	1	0	0
gasped	gasp	PST	0	0	0	0	1
rederivatizing	rederivatize	PRS	0	0	0	0	1
rederivatized	rederivatize	PST	0	0	0	0	1
syllogizes	syllogize	PRS	0	1	1	0	0
