word	prefix	root	suffix
semitropical	semi	tropic	al
semiweekly	semi	week	ly
retardation	re	tard	ion
retentive	re	tent	ive
retrial	re	try	al
retroactive	retro	act	ive
retrospective	retro	spect	ive
retrovision	retro	vis	ion
reunion	re	un	ion
reunite	re	un	ite
reuniting	re	un	ite
reusable	re	use	able
reversal	re	verse	al
reversible	re	verse	able
reversion	re	verse	ion
reviewers	re	view	er
revitalize	re	vital	ize
revival	re	vive	al
revivals	re	vive	al
revivified	re	vive	ify
revolution	re	volve	ion
revolutions	re	volve	ion
revolution's	re	volve	ion
rewritten	re	write	en
reparable	re	pair	able
reparation	re	pair	ion
repatriate	re	pater	ate
repercussion	re	percuss	ion
repercussions	re	percuss	ion
replenished	re	plen	ish
reportedly	re	port	ly
reporters	re	port	er
repositories	re	posit	ory
repository	re	posit	ory
reprehensible	re	prehend	able
repressions	re	press	ion
repulsions	re	pulse	ion
requirement	re	quire	ment
requirements	re	quire	ment
requisition	re	quire	ion
researcher	re	search	er
researchers	re	search	er
resemblance	re	semble	ance
resettlement	re	settle	ment
resistance	re	sist	ance
resistances	re	sist	ance
resistant	re	sist	ant
resistor	re	sist	or
resonance	re	sono	ance
resonances	re	sono	ance
resonant	re	sono	ant
resonate	re	sono	ate
respiration	re	spir	ion
restatement	re	state	ment
restrictions	re	strict	ion
restrictive	re	strict	ive
restitution	re	stitute	ion
restraints	re	strain	t
restructured	re	struct	ure
resurrection	re	surrect	ion
retainer	re	tain	er
refusal	re	fuse	al
regenerate	re	gener	ate
regenerating	re	gener	ate
regression	re	gress	ion
rehabilitation	re	habilitate	ion
rejection	re	ject	ion
rejuvenate	re	juven	ate
relocate	re	loc	ate
reminder	re	mind	er
remonstrance	re	monster	ance
remonstrate	re	monster	ate
removable	re	move	able
removal	re	move	al
remover	re	move	er
renewable	re	new	able
renewal	re	new	al
reorganize	re	organ	ize
reorganized	re	organ	ize
reorganizing	re	organ	ize
recalculated	re	calcul	ate
recantation	re	cant	ion
recaptured	re	capt	ure
recapitulation	re	capitulate	ion
receiver	re	ceive	er
receivers	re	ceive	er
receptacle	re	cept	acle
receptions	re	cept	ion
receptive	re	cept	ive
recessive	re	cess	ive
recitative	re	cite	ive
recognizable	re	cognize	able
recognizance	re	cognize	ance
reconciliation	re	concile	ion
recontamination	re	contaminate	ion
recriminate	re	crimin	ate
recursive	re	curse	ive
redecorate	re	decor	ate
redecorated	re	decor	ate
redecoration	re	decor	ion
redefinition	re	define	ion
reduction	re	duct	ion
reductions	re	duct	ion
reexamination	re	examine	ion
refectories	re	fect	ory
reflectance	re	flect	ance
reflective	re	flect	ive
reflector	re	flect	or
reflexive	re	flex	ive
refocusing	re	foc	us
reformers	re	form	er
reformatory	re	form	ory
reformulated	re	formul	ate
refraction	re	fract	ion
refractive	re	fract	ive
refractory	re	fract	ory
refreshments	re	fresh	ment
reaction	re	act	ion
reactions	re	act	ion
reactor	re	act	or
reactors	re	act	or
reanimate	re	anim	ate
reappearance	re	appear	ance
reappraisal	re	appraise	al
pursuits	pur	sui	t
quintessential	quint	essence	al
prognoses	pro	gnose	sis
prognostic	pro	gnose	ic
progression	pro	gress	ion
prohibition	pro	hibit	ion
prohibitive	pro	hibit	ive
projectile	pro	ject	ile
projections	pro	ject	ion
projector	pro	ject	or
promoter	pro	mot	er
pronominal	pro	nomin	al
proportional	pro	portion	al
proportionate	pro	portion	ate
proposal	pro	pose	al
propositions	pro	pose	ion
propulsion	pro	pulse	ion
propulsions	pro	pulse	ion
propulsive	pro	pulse	ive
prosecution	pro	secute	ion
prosecutions	pro	secute	ion
prosecution's	pro	secute	ion
prosecutors	pro	secute	or
prospective	pro	spect	ive
prospector	pro	spect	or
prospectus	pro	spect	us
prosthesis	pros	thes	sis
protractor	pro	tract	or
providence	pro	vide	ance
provider	pro	vide	er
provision	pro	vide	ion
provisioned	pro	vide	ion
provisory	pro	vis	ory
prehistoric	pre	history	ic
preliminaries	pre	limin	ory
prepayment	pre	pay	ment
prepackage	pre	pack	age
prepackaged	pre	pack	age
prerogatives	pre	rog	ive
preschooler	pre	school	er
prescription	pre	script	ion
prescriptive	pre	script	ive
presentiment	pre	senti	ment
presumptive	pre	sume	ive
presumptuous	pre	sume	ious
pretrial	pre	try	al
prevalent	pre	val	ant
prevision	pre	vis	ion
previsions	pre	vis	ion
procession	pro	cess	ion
processor	pro	cess	or
processors	pro	cess	or
proclamation	pro	claim	ion
proclamations	pro	claim	ion
procreation	pro	create	ion
producers	pro	duct	er
posthumous	post	hume	ious
postmortem	post	mort	em
prearrangement	pre	arrange	ment
precaution	pre	caut	ion
precautions	pre	caut	ion
precursor	pre	curse	or
predictors	pre	dict	or
predestination	pre	destine	ion
predetermination	pre	determine	ion
prediction	pre	dict	ion
predictions	pre	dict	ion
predictive	pre	dict	ive
predictor	pre	dict	or
predominance	pre	domin	ance
predominant	pre	domin	ant
predominate	pre	domin	ate
predominated	pre	domin	ate
predominates	pre	domin	ate
prefabricate	pre	fabric	ate
prefabricated	pre	fabric	ate
polyandry	poly	andro	y
polygamous	poly	gam	ious
polygamy	poly	gam	y
polygynous	poly	gyn	ious
polynomials	poly	nom	al
polyphosphate	poly	phosphor	ate
polysyllable	poly	syllab	le
perceptible	per	cept	able
perception	per	cept	ion
perceptions	per	cept	ion
perennial	per	ann	al
perfectly	per	fect	ly
periphery	peri	pher	y
perpendicular	per	pend	ar
persecutory	per	secute	ory
persistence	per	sist	ance
persistent	per	sist	ant
perspectives	per	spect	ive
overseer	over	see	er
oversimplify	over	simple	ify
oversimplified	over	simple	ify
overstatement	over	state	ment
overtaken	over	take	en
overthrown	over	throw	n
overwhelmingly	over	whelm	ly
pantheism	pan	theo	ism
pantheist	pan	theo	ist
Pantheon's	pan	theo	on
outfielders	out	field	er
outrageous	out	rage	ious
outrigger	out	rigg	er
outsider	out	side	er
outsiders	out	side	er
outstandingly	out	stand	ly
overaggressive	over	aggress	ive
overblown	over	blow	n
overcompensation	over	compensate	ion
overpopulated	over	popul	ate
overpressure	over	press	ure
overprotective	over	protect	ive
omnipotence	omni	pot	ance
omniscient	omni	sci	ant
omnivorous	omni	vore	ious
onlookers	on	look	er
oppressive	o	press	ive
nonexistent	non	exist	ant
nonmetallic	non	metal	ic
nonmusical	non	music	al
nonobservance	non	observe	ance
nonparticulate	non	particle	ate
nonpartisan	non	part	ian
nonpayment	non	pay	ment
nonpolitical	non	politic	al
nonproliferation	non	proliferate	ion
nonsmoker	non	smoke	er
nonstarter	non	start	er
nonsystematic	non	system	ic
nonunion	non	un	ion
objection	ob	ject	ion
objective	ob	ject	ive
objector	ob	ject	or
obliterate	ob	litera	ate
obliterated	ob	litera	ate
obtrusive	ob	trude	ive
nonaggression	non	aggress	ion
nonassertive	non	assert	ive
noncommittal	non	commit	al
noncompliance	non	comply	ance
multidimensional	multi	dimension	al
multilingual	multi	lingu	al
monarchist	mono	arch	ist
monarchy	mono	arch	y
monogamist	mono	gam	ist
monopolies	mono	pol	y
monopolize	mono	pol	ize
monopoly	mono	pol	y
monosyllable	mono	syllab	le
monosyllables	mono	syllab	le
monotonous	mono	tone	ious
monotony	mono	tone	y
misanthropic	mis	anthropo	ic
misanthropy	mis	anthropo	y
misapplication	mis	applicate	ion
miscalculate	mis	calcul	ate
miscarriage	mis	carry	age
misdemeanor	mis	demean	or
misdirection	mis	direct	ion
misinformation	mis	inform	ion
misinterpretation	mis	interpret	ion
misrepresentation	mis	represent	ion
misshapen	mis	shape	en
mistakable	mis	take	able
mistaken	mis	take	en
mistrial	mis	try	al
metabolism	meta	bol	ism
metabolize	meta	bol	ize
metamorphic	meta	morph	ic
metamorphosed	meta	morph	ose
metamorphosis	meta	morph	sis
metaphysics	meta	phys	ics
microorganism	micro	organ	ism
microorganisms	micro	organ	ism
microscopy	micro	scope	y
Midwestern	mid	west	ern
macromolecular	macro	molecule	ar
maladaptive	mal	adapt	ive
malodorous	mal	odor	ious
malpractice	mal	pract	ice
maltreatment	mal	treat	ment
juxtaposition	juxta	pose	ion
irradiate	in	radio	ate
irrationality	im	rational	ity
irrationally	im	rational	ly
irredeemable	im	redeem	able
irrefutable	im	refute	able
irrelevant	im	relev	ant
irremediable	im	remedy	able
irreproachable	im	reproach	able
irresolution	im	resolute	ion
irresponsibility	im	responsible	ity
irreverent	im	rever	ant
irrevocable	im	revoke	able
irruptions	in	rupt	ion
interaction	inter	act	ion
interception	inter	cept	ion
interceptor	inter	cept	or
intercession	inter	cess	ion
interconnectedness	inter	connect	ness
interdiction	inter	dict	ion
interdisciplinary	inter	discipline	ory
interjection	inter	ject	ion
interlocutor	inter	loqu	or
interminable	im	termin	able
interpersonal	inter	person	al
interpolate	inter	pol	ate
interposition	inter	posit	ion
interracial	inter	race	al
interrelation	inter	relate	ion
interrogate	inter	rog	ate
interruption	inter	rupt	ion
interruptions	inter	rupt	ion
intersection	inter	sect	ion
intersections	inter	sect	ion
interstellar	inter	stell	ar
intertribal	inter	tribe	al
intimidate	in	timid	ate
intolerable	im	toler	able
intolerance	im	toler	ance
intolerant	im	toler	ant
intradepartmental	intra	department	al
introductory	intra	duct	ory
introspection	intra	spect	ion
introversion	intra	vert	ion
intrusive	in	trude	ive
invalidity	im	valid	ity
invaluable	im	value	able
invariable	im	vary	able
invariant	im	vary	ant
inventive	in	vent	ive
inventor	in	vent	or
inventors	in	vent	or
inversion	in	verse	ion
invertebrate	im	vertebr	ate
investment	in	vest	ment
investments	in	vest	ment
investor	in	vest	or
invigorating	in	vigor	ate
inviolable	im	viol	able
invisible	im	vis	able
involuntary	im	volunt	ory
involvement	in	volve	ment
invulnerability	im	vulnerable	ity
infringement	in	fringe	ment
infusion	in	fuse	ion
ingrown	in	grow	n
inhabitable	in	habit	able
inhabitants	in	habit	ant
inhalation	in	hale	ion
inhaler	in	hale	er
inherent	in	_here	ant
inheritance	in	herit	ance
inhibition	in	hibit	ion
inhibitors	in	hibit	or
inhibitory	in	hibit	ory
inhumanities	im	human	ity
inhumanity	im	human	ity
injunction	in	junct	ion
injustice	im	just	ice
injustices	im	just	ice
innumerable	im	numer	able
inoffensive	im	offense	ive
inoperable	im	oper	able
inordinate	im	ordin	ate
inorganic	im	organ	ic
inquietude	im	quiet	itude
inquiries	in	quire	y
inquiry	in	quire	y
inquisitive	in	quire	ive
insanely	im	sane	ly
insanitary	im	sanit	ory
inscriptions	in	script	ion
inscrutability	im	scrutable	ity
insecurity	im	secure	ity
inseminate	in	semin	ate
insensible	im	sense	able
inseparable	im	separ	able
insiders	in	side	er
insistence	in	sist	ance
insistent	in	sist	ant
insomnia	im	somn	ia
insomniac	im	somn	iac
insomniacs	im	somn	iac
inspector	in	spect	or
instability	im	stable	ity
installation	in	stall	ion
installations	in	stall	ion
installments	in	stall	ment
institutions	in	stitute	ion
instruction	in	struct	ion
instructive	in	struct	ive
instructor	in	struct	or
instructors	in	struct	or
instructor's	in	struct	or
insubstantial	im	substance	al
insufferable	im	suffer	able
insupportable	im	support	able
insurance	in	sure	ance
insurgent	in	surge	ant
insurgents	in	surge	ant
insurrection	in	surrect	ion
insurrections	in	surrect	ion
intention	in	tend	ion
intentioned	in	tend	ion
inconsiderable	im	consider	able
inconsiderate	im	consider	ate
incontinence	im	contain	ance
inconspicuously	im	conspicuous	ly
incontinent	im	contain	ant
incorporate	im	corpor	ate
incorporated	im	corpor	ate
incorrigible	im	correct	able
indelibly	im	delible	y
increasingly	in	crease	ly
incredible	im	cred	able
incredulous	im	cred	ous
incremental	in	crement	al
incriminating	in	crimin	ate
incurable	im	cure	able
incursion	in	curse	ion
indecorous	im	decor	ious
indefinable	im	define	able
indefinite	im	define	ite
indelicate	im	delic	ate
indentation	in	dent	ion
indenture	in	dent	ure
indeterminable	im	determine	able
indifference	im	differ	ance
indignant	im	dign	ant
indignities	im	dign	ity
indigestible	im	digest	able
indigestion	im	digest	ion
indignity	im	dign	ity
indiscernible	im	discern	able
indispensable	im	dispense	able
indisputable	im	dispute	able
indistinguishable	im	distinguish	able
individual	im	divide	al
indivisible	im	divide	able
indoctrinating	in	doctrine	ate
infamous	im	fame	ious
indubitable	im	doubt	able
inducement	in	duct	ment
inducements	in	duct	ment
induction	in	duct	ion
inductions	in	duct	ion
inductive	in	duct	ive
inexorably	im	exorable	y
ineligible	im	elect	able
inequity	im	equi	ity
inevitabilities	im	evitable	ity
inessential	im	essence	al
inestimable	im	esteem	able
inexpensive	im	expense	ive
inexplicable	im	explain	able
inextinguishable	im	extinguish	able
infection	in	fect	ion
infections	in	fect	ion
infiltrate	in	filter	ate
infiltrated	in	filter	ate
infiltrating	in	filter	ate
infinite	im	fin	ite
infinity	im	fin	ity
infirmary	im	firm	ory
infirmity	im	firm	ity
inflammable	in	flame	able
inflammation	in	flame	ion
inflammatory	in	flame	ory
inflation	in	flate	ion
inflatable	in	flate	able
inflection	in	flect	ion
inflections	in	flect	ion
inflexible	im	flex	able
influences	in	flu	ance
informality	im	formal	ity
infraction	in	fract	ion
immigrants	in	migr	ant
immobilize	im	mobile	ize
immoralities	im	moral	ity
immorality	im	moral	ity
immovable	im	move	able
immutability	im	mutable	ity
impairment	im	pair	ment
impartial	in	part	al
impassable	im	pass	able
impassivity	im	passive	ity
impeccable	im	pecc	able
impediment	im	ped	ment
impenetrable	im	penetr	able
impermanence	im	perman	ance
impersonates	in	person	ate
imperishable	im	perish	able
impersonal	im	person	al
impersonate	in	person	ate
impertinence	im	pertain	ance
impertinent	im	pertain	ant
implantation	in	plant	ion
implosion	in	plode	ion
importer	in	port	er
imposition	in	pose	ion
impossibly	im	possible	y
impotency	im	potence	y
impoverish	in	pover	ish
imprecisely	im	precise	ly
impregnate	in	pregn	ate
impression	in	press	ion
impressive	in	press	ive
imprisonment	in	prison	ment
imprudence	im	prud	ance
impulsive	in	pulse	ive
impurity	im	pure	ity
inaccessible	im	access	able
inaccuracies	im	accur	acy
inaccuracy	im	accur	acy
inaccurate	im	accur	ate
inaction	im	act	ion
inactive	im	act	ive
inadequacies	im	adequ	acy
inadvertent	im	advert	ant
inadvisable	im	advise	able
inanimate	im	anim	ate
inarticulate	im	articul	ate
inattentive	im	attend	ive
inaudible	im	audio	able
inaugural	in	augur	al
inaugurate	in	augur	ate
inaugurated	in	augur	ate
inaugurating	in	augur	ate
inauspicious	im	auspice	ious
incarnate	in	carn	ate
incalculable	im	calcul	able
incapacitate	im	capacit	ate
incarcerate	in	carcer	ate
incessant	im	cess	ant
incinerate	in	ciner	ate
incision	in	cise	ion
incitement	in	cite	ment
incitements	in	cite	ment
inclinations	in	cline	ion
inclusion	in	clude	ion
incombustible	im	combust	able
incommunicable	im	communic	able
incomparable	im	compare	able
incompetence	im	compete	ance
incompletely	im	complete	ly
incongruities	im	congru	ity
incompetent	im	compete	ant
incompleteness	im	complete	ness
incongruity	im	congru	ity
hyperbole	hyper	bol	e
hyperbolic	hyper	bol	ic
hypercritical	hyper	critic	al
hypoactive	hypo	act	ive
hypochondria	hypo	chondr	a
hypochondriac	hypo	chondr	iac
hypothalamic	hypo	thalam	ic
hypothermia	hypo	thermo	ia
hypotheses	hypo	thes	sis
hypothesis	hypo	thes	sis
hypothesize	hypo	thes	ize
hypothetical	hypo	thetic	al
hypothyroidism	hypo	thyroid	ism
ignominy	im	nomin	y
illegality	im	legal	ity
illegibility	im	legible	ity
illegitimacy	im	legitim	acy
illiberal	im	liber	al
illiterate	im	litera	ate
illuminate	in	lumin	ate
immaturity	im	mature	ity
immeasurable	im	measure	able
hexagonal	hexa	gon	al
fulfillment	ful	fill	ment
forerunners	fore	run	er
foreseeable	fore	see	able
foreseen	fore	see	n
forsaken	fore	sake	en
forecasters	fore	cast	er
forerunner	fore	run	er
exhibitions	ex	hibit	ion
exhibitors	ex	hibit	or
exhibition	ex	hibit	ion
exhumation	ex	hume	ion
exhumations	ex	hume	ion
exorbitant	ex	orbit	ant
expectorant	ex	pector	ant
expectorate	ex	pector	ate
expedience	ex	ped	ance
expedient	ex	ped	ant
expediting	ex	ped	ite
expenditure	ex	pend	ure
expenditures	ex	pend	ure
explosion	ex	plode	ion
explosives	ex	plode	ive
exporters	ex	port	er
expostulate	ex	postul	ate
exposure	ex	pose	ure
exposures	ex	pose	ure
expressible	ex	press	able
expressly	ex	press	ly
expropriate	ex	propri	ate
expropriated	ex	propri	ate
expulsion	ex	pulse	ion
extension	ex	tend	ion
extensive	ex	tend	ive
extenuate	ex	tenu	ate
extenuating	ex	tenu	ate
external	ex	tern	al
exterminate	ex	termin	ate
extraction	ex	tract	ion
extractors	ex	tract	or
extrapolates	extra	pol	ate
extraterritorial	extra	territory	al
extroversion	extra	vert	ion
extrusion	ex	trude	ion
erosion	e	rode	ion
esthetics	es	thet	ic
estrangement	e	strange	ment
eulogy	eu	log	y
euphemism	eu	phem	ism
evacuated	e	vacu	ate
evaluating	e	value	ate
evaporate	e	vapor	ate
eviscerate	e	viscer	ate
evolution	e	volve	ion
exacerbate	ex	acerb	ate
exacerbated	ex	acerb	ate
exceptions	ex	cept	ion
excessive	ex	cess	ive
exchangeable	ex	change	able
exclamations	ex	claim	ion
exclamatory	ex	claim	ory
exclusions	ex	clude	ion
exclusive	ex	clude	ive
excommunicate	ex	communic	ate
excommunicated	ex	communic	ate
excursion	ex	curse	ion
encrustation	en	crust	ion
encumbrances	en	cumber	ance
endearments	en	dear	ment
enforcers	en	force	er
engraver	en	grave	er
enlargements	en	large	ment
enlighten	en	light	en
enlightening	en	light	en
enliven	en	live	en
enrichment	en	rich	ment
enrollment	en	roll	ment
enslavement	en	slave	ment
entanglement	en	tangle	ment
entertainer	inter	tain	er
entertainers	inter	tain	er
entertainment	inter	tain	ment
enthronement	en	throne	ment
entitlement	en	title	ment
entreaty	en	treat	y
entrenchment	en	trench	ment
enumerate	e	numer	ate
envision	en	vis	ion
envisions	en	vis	ion
epidermis	epi	derm	sis
epiglottis	epi	glott	sis
ejector	e	ject	or
eradicable	e	radic	able
eradicate	e	radic	ate
elaborates	e	labor	ate
elongate	e	long	ate
eloquence	e	loqu	ance
eloquent	e	loqu	ant
elucidate	e	lucid	ate
elucidated	e	lucid	ate
elucidation	e	lucid	ion
emasculate	e	mascul	ate
emasculated	e	mascul	ate
embarkation	en	bark	ion
embellish	en	bell	ish
embellished	en	bell	ish
embodiment	en	body	ment
embodiments	en	body	ment
emergent	e	merge	ant
emigrate	e	migr	ate
emigrated	e	migr	ate
emigrating	e	migr	ate
emissaries	e	miss	ory
emissary	e	miss	ory
empathy	en	patho	y
encephalic	en	cephalo	ic
encephalitis	en	cephalo	itis
enclosure	en	close	ure
encouragingly	en	courage	ly
duplicated	du	plic	ate
duplicity	du	plic	ity
dyslexia	dys	lexic	ia
eccentrics	ec	center	ic
effective	e	fect	ive
effectual	e	fect	al
effectuate	e	fect	ate
effeminate	e	femin	ate
effusive	e	fuse	ive
egregious	e	greg	ious
effloresce	e	flor	esc
downtrodden	down	trod	en
disorderly	dis	order	ly
disorganize	dis	organ	ize
disorientation	dis	orient	ion
disparity	dis	par	ity
dispassionate	dis	passion	ate
dispersal	di	sperse	al
displacement	dis	place	ment
displeasure	dis	please	ure
disposition	dis	posit	ion
dispositions	dis	posit	ion
disruptions	dis	rupt	ion
disruptive	dis	rupt	ive
dissatisfy	dis	satis	ify
dissection	di	sect	ion
disseminated	dis	semin	ate
disservice	dis	serve	ice
dissimilar	dis	simil	ar
dissimilitude	dis	simil	itude
dissociated	dis	socio	ate
dissolution	dis	solut	ion
distasteful	dis	taste	ful
distension	dis	tend	ion
distortable	dis	tort	able
distortions	dis	tort	ion
distractedly	dis	tract	ly
distraction	dis	tract	ion
distribution	dis	tribute	ion
distributions	dis	tribute	ion
distributive	dis	tribute	ive
distributor	dis	tribute	or
disunion	dis	un	ion
divergent	di	verge	ant
divestiture	di	vest	ure
digression	di	gress	ion
digressions	di	gress	ion
disability	dis	able	ity
disaffiliation	dis	affiliate	ion
disappearance	dis	appear	ance
disappointments	dis	appoint	ment
disapprovingly	dis	approve	ly
disarmament	dis	arm	ment
disarrangement	dis	arrange	ment
disbursement	dis	burse	ment
disbursements	dis	burse	ment
disconcertingly	dis	concert	ly
disconnection	dis	connect	ion
discontentment	dis	content	ment
discontinuance	dis	continue	ance
discontinuity	dis	continue	ity
discontinuous	dis	continue	ious
discordant	dis	cord	ant
discreditable	dis	credit	able
disengagement	dis	engage	ment
disestablishment	dis	establish	ment
disheartened	dis	heart	en
disheartening	dis	heart	en
disillusion	dis	illus	ion
disillusioned	dis	illus	ion
disjoint	dis	join	t
disintegrate	dis	integer	ate
disintegrating	dis	integer	ate
disjunction	dis	junct	ion
disjunctive	dis	junct	ive
dislocate	dis	loc	ate
dislocated	dis	loc	ate
description	de	script	ion
descriptions	de	script	ion
descriptive	de	script	ive
desensitized	de	sense	itize
destitution	de	stitute	ion
destruction	de	struct	ion
detention	de	tent	ion
dethronement	de	throne	ment
devitalize	de	vital	ize
devolution	de	volve	ion
diagnosable	dia	gnose	able
diagnostic	dia	gnose	ic
diagonal	dia	gon	al
diagonals	dia	gon	al
dialectal	dia	lect	al
dialectic	dia	lect	ic
dialectics	dia	lect	ics
diatomic	di	atom	ic
diffusely	di	fuse	ly
diffusion	di	fuse	ion
deformation	de	form	ion
degenerate	de	gener	ate
degenerated	de	gener	ate
dehydrate	de	hydro	ate
dehydrated	de	hydro	ate
dejectedly	de	ject	ly
dejection	de	ject	ion
delineaments	de	line	ment
delineate	de	line	ate
delineated	de	line	ate
delineating	de	line	ate
demagnetize	de	magnet	ize
demander	de	mand	er
demarcate	de	mark	ate
demobilize	de	mobile	ize
demystify	de	myst	ify
demonstrate	de	monster	ate
demoralized	de	moral	ize
demotion	de	mot	ion
denotation	de	note	ion
deodorize	de	odor	ize
dependable	de	pend	able
dependent	de	pend	ant
deportation	de	port	ion
deportee	de	port	ee
deportment	de	port	ment
depressants	de	press	ant
depressingly	de	press	ly
depression	de	press	ion
depressions	de	press	ion
depressive	de	press	ive
derogate	de	rog	ate
desalinate	de	saline	ate
debarkation	de	bark	ion
debasement	de	base	ment
deception	de	cept	ion
decertify	de	cert	ify
declamatory	de	claim	ory
declinations	de	cline	ion
decolonize	de	colon	ize
decongestant	de	congest	ant
deductible	de	duct	able
deductibles	de	duct	able
deductions	de	duct	ion
deductive	de	duct	ive
defacement	de	face	ment
defamation	de	fame	ion
defection	de	fect	ion
defective	de	fect	ive
defector	de	fect	or
coworkers	co	work	er
convergent	co	verge	ant
conversion	co	verse	ion
converter	co	vert	er
convertible	co	vert	able
convolution	co	volve	ion
cooperates	co	oper	ate
cooperating	co	oper	ate
coordinated	co	ordin	ate
coordinates	co	ordin	ate
coordinating	co	ordin	ate
correlation	co	relate	ion
correlations	co	relate	ion
corrupter	co	rupt	er
corruptible	co	rupt	able
congregated	co	greg	ate
conjoint	co	join	t
conjugal	co	jug	al
conjugate	co	jug	ate
conjugated	co	jug	ate
conjugates	co	jug	ate
conjugating	co	jug	ate
conjunction	co	junct	ion
conjunctions	co	junct	ion
conjuncture	co	junct	ure
consistence	co	sist	ance
consistency	co	sist	ancy
consolidate	co	solid	ate
consolidated	co	solid	ate
consolidating	co	solid	ate
consonant	co	sono	ant
constituency	co	stitute	ancy
constituent	co	stitute	ant
constituents	co	stitute	ant
constitution	co	stitute	ion
constraint	co	strain	t
constrictions	co	strict	ion
constrictors	co	strict	or
construction	co	struct	ion
container	co	tain	er
containers	co	tain	er
constructions	co	struct	ion
constructive	co	struct	ive
constructor	co	struct	or
consumer	co	sume	er
consumptive	co	sume	ive
contemporaries	co	tempor	ory
contemporary	co	tempor	ory
contestant	co	test	ant
contestants	co	test	ant
contortion	co	tort	ion
contribution	co	tribute	ion
contributions	co	tribute	ion
contributors	co	tribute	or
complexities	co	plex	ity
complexity	co	plex	ity
compliant	co	ply	ant
composite	co	pose	ite
composites	co	pose	ite
composure	co	pose	ure
comprehensible	co	prehend	able
comprehension	co	prehend	ion
comprehensive	co	prehend	ive
compressive	co	press	ive
compressor	co	press	or
compulsions	co	pulse	ion
compulsive	co	pulse	ive
conceivable	co	ceive	able
concentrate	co	center	ate
concentrated	co	center	ate
concentric	co	center	ic
concentrating	co	center	ate
conception	co	cept	ion
conceptual	co	cept	al
concessions	co	cess	ion
conclusive	co	clude	ive
concordant	co	cord	ant
conductive	co	duct	ive
condominium	co	domin	ium
conducive	co	duct	ive
conductance	co	duct	ance
conduction	co	duct	ion
conductor	co	duct	or
conductors	co	duct	or
conductor's	co	duct	or
confabulate	co	fable	ate
confection	co	fect	ion
confederacy	co	feder	acy
confederate	co	feder	ate
confirmation	co	firm	ion
conformance	co	form	ance
confrontation	co	front	ion
congenital	co	genit	al
conglomerate	co	glomer	ate
coequal	co	equi	al
coexistence	co	exist	ance
coexistent	co	exist	ant
cofactors	co	fact	or
cohabitation	co	habit	ion
coherence	co	_here	ance
coherent	co	_here	ant
cohesion	co	_here	ion
coincidence	co	incide	ance
coincidences	co	incide	ance
colloquial	co	loqu	al
colloquium	co	loqu	ium
commemorates	co	memor	ate
commemorate	co	memor	ate
commemorated	co	memor	ate
commensurate	co	mensur	ate
commissary	co	miss	ory
commission	co	miss	ion
commissions	co	miss	ion
commission's	co	miss	ion
committee	co	mitt	ee
committee's	co	mitt	ee
compatriots	co	pater	ot
coeditors	co	edit	or
coeducation	co	educate	ion
circumnavigate	circum	navy	ate
circumscriptions	circum	script	ion
circumspection	circum	spect	ion
circumvention	circum	vent	ion
circumscription	circum	script	ion
circumstantial	circum	stance	al
bystander	by	stand	er
belatedly	be	late	ly
besiegers	be	siege	er
betrothal	be	troth	al
bewilderedly	be	wilder	ly
bewilderment	be	wilder	ment
bicameral	bi	camera	al
bicyclist	bi	cycle	ist
bifocals	bi	foc	al
bigamist	bi	gam	ist
bigamy	bi	gam	y
bilinear	bi	line	ar
bilingual	bi	lingu	al
bimonthly	bi	month	ly
bimetallic	bi	metal	ic
bisexual	bi	sex	al
autocratic	auto	crat	ic
autonomous	auto	nomin	ious
autonomy	auto	nomin	y
awaken	a	wake	en
awakened	a	wake	en
awakening	a	wake	en
awakens	a	wake	en
backpedal	back	podo	al
ascription	a	script	ion
asexual	a	sex	al
aspirate	a	spir	ate
assemblage	a	semble	age
assemblages	a	semble	age
assembly	a	semble	y
associate	a	socio	ate
associated	a	socio	ate
assortment	a	sort	ment
assuredly	a	sure	ly
atheists	a	theo	ist
apathetic	a	patho	ic
apathy	a	patho	y
appendages	a	pend	age
appendixes	a	pend	ix
apportionments	a	portion	ment
appreciable	a	preci	able
appreciate	a	preci	ate
appreciates	a	preci	ate
appreciating	a	preci	ate
apprehension	a	prehend	ion
apprehensions	a	prehend	ion
approbation	a	prob	ion
appropriate	a	propri	ate
appropriated	a	propri	ate
appropriating	a	propri	ate
approximated	a	proxim	ate
ambivalence	ambi	val	ance
amorphous	a	morph	ious
amortize	a	mort	ize
anaerobic	a	aerobe	ic
anionic	a	ion	ic
anonymity	a	nym	ity
anticlerical	anti	cleric	al
antipathy	anti	patho	y
antithesis	anti	thes	sis
agnostic	a	gnose	ic
agnostics	a	gnose	ic
alchemy	al	chem	y
alignment	a	line	ment
alliterate	a	litera	ate
allocable	a	loc	able
allocate	a	loc	ate
Almighty	al	might	y
ambidextrous	ambi	dexter	ious
abbreviates	a	brevi	ate
abbreviating	a	brevi	ate
abductions	ab	duct	ion
abjurations	ab	jur	ion
aboriginals	ab	origin	al
abrogates	ab	rog	ate
abrogating	ab	rog	ate
absorbents	ab	sorb	ant
accelerates	a	celer	ate
abstractedly	ab	tract	ly
acclimation	a	climate	ion
acclimatize	a	climate	ize
acclimatizing	a	climate	ize
acquirement	a	quire	ment
acquirements	a	quire	ment
adhesions	ad	_here	ion
adjournments	a	journ	ment
adjudicated	a	judic	ate
